,Band1,Band2,Band3,Band4,Band5,Band6,Band7,Band8,Band9,Band10,Band11,Band12,Band13,Band14,Band15,Band16,Band17,Band18,Band19,Band20,Band21,Band22,Band23,Band24,Band25,Band26,Band27,Band28,Band29,Band30,Band31,Band32,Band33,Band34,Band35,Band36,Band37,Band38,Band39,Band40,Band41,Band42,Band43,Band44,Band45,Band46,Band47,Band48,Band49,Band50,Band51,Band52,Band53,Band54,Band55,Band56,Band57,Band58,Band59,Band60,Type
94,0.002,0.031,0.017,0.023,0.043,0.122,0.195,0.166,0.13699999999999998,0.14300000000000002,0.099,0.225,0.244,0.324,0.304,0.24100000000000002,0.037000000000000005,0.16699999999999998,0.304,0.40700000000000003,0.361,0.19899999999999998,0.461,0.685,0.727,0.715,0.71,0.852,1.0,0.769,0.484,0.37200000000000005,0.61,0.511,0.259,0.092,0.095,0.22899999999999998,0.348,0.21,0.19,0.294,0.221,0.152,0.075,0.061,0.069,0.045,0.034,0.008,0.011000000000000001,0.015,0.008,0.004,0.011000000000000001,0.008,0.01,0.002,0.003,0.001,R
196,0.005,0.002,0.027000000000000003,0.045,0.096,0.083,0.08800000000000001,0.122,0.198,0.228,0.252,0.348,0.331,0.261,0.17800000000000002,0.20600000000000002,0.23,0.354,0.622,0.726,0.835,0.8270000000000001,0.8370000000000001,0.941,0.951,0.98,0.997,1.0,0.904,0.6409999999999999,0.386,0.29100000000000004,0.204,0.165,0.177,0.114,0.07400000000000001,0.094,0.062,0.043,0.057,0.107,0.191,0.223,0.22,0.226,0.177,0.11,0.055999999999999994,0.013999999999999999,0.027999999999999997,0.016,0.006,0.001,0.003,0.006,0.002,0.006,0.002,0.003,M
114,0.011000000000000001,0.022000000000000002,0.027000000000000003,0.038,0.122,0.20600000000000002,0.149,0.09300000000000001,0.135,0.18,0.249,0.297,0.36700000000000005,0.439,0.526,0.6759999999999999,0.74,0.828,0.903,0.958,1.0,0.998,0.89,0.7490000000000001,0.637,0.674,0.721,0.682,0.551,0.479,0.392,0.253,0.109,0.139,0.255,0.33,0.282,0.214,0.22699999999999998,0.214,0.235,0.287,0.26,0.192,0.126,0.1,0.095,0.121,0.073,0.017,0.021,0.027000000000000003,0.015,0.026000000000000002,0.01,0.004,0.005,0.013999999999999999,0.01,0.002,M
61,0.013999999999999999,0.004,0.005,0.028999999999999998,0.055999999999999994,0.09300000000000001,0.10300000000000001,0.08800000000000001,0.16,0.191,0.158,0.111,0.12,0.11699999999999999,0.142,0.222,0.266,0.271,0.386,0.5720000000000001,0.68,0.875,1.0,0.895,0.8420000000000001,0.917,0.9309999999999999,0.905,0.823,0.6990000000000001,0.583,0.49200000000000005,0.456,0.516,0.5670000000000001,0.528,0.514,0.374,0.228,0.11900000000000001,0.109,0.043,0.107,0.057999999999999996,0.005,0.047,0.040999999999999995,0.028999999999999998,0.019,0.009,0.002,0.004,0.008,0.01,0.01,0.002,0.004,0.003,0.003,0.003,R
80,0.023,0.037000000000000005,0.004,0.038,0.046,0.145,0.221,0.11900000000000001,0.075,0.163,0.271,0.336,0.409,0.44,0.5479999999999999,0.721,0.8140000000000001,0.9179999999999999,1.0,0.9420000000000001,0.912,0.935,0.748,0.515,0.41100000000000003,0.344,0.698,0.871,0.9009999999999999,0.8009999999999999,0.43799999999999994,0.132,0.171,0.248,0.304,0.231,0.134,0.20600000000000002,0.247,0.27899999999999997,0.161,0.006,0.035,0.115,0.133,0.027999999999999997,0.076,0.063,0.031,0.024,0.012,0.006,0.002,0.012,0.015,0.006,0.003,0.003,0.01,0.016,R
118,0.036000000000000004,0.048,0.03,0.021,0.141,0.192,0.135,0.161,0.17,0.14400000000000002,0.19899999999999998,0.215,0.28600000000000003,0.35700000000000004,0.39799999999999996,0.436,0.5329999999999999,0.63,0.7,0.7440000000000001,0.838,0.8640000000000001,0.9009999999999999,0.943,0.9540000000000001,1.0,0.955,0.9740000000000001,0.8959999999999999,0.72,0.546,0.316,0.252,0.19699999999999998,0.21899999999999997,0.153,0.071,0.15,0.17600000000000002,0.228,0.132,0.106,0.19699999999999998,0.16899999999999998,0.188,0.11800000000000001,0.078,0.05,0.049,0.019,0.025,0.012,0.019,0.006,0.01,0.005,0.007,0.011000000000000001,0.007,0.003,M
54,0.013000000000000001,0.008,0.019,0.013999999999999999,0.044000000000000004,0.067,0.061,0.013000000000000001,0.09,0.092,0.14400000000000002,0.14800000000000002,0.209,0.256,0.26,0.198,0.239,0.313,0.408,0.45299999999999996,0.489,0.5670000000000001,0.623,0.674,0.828,0.882,0.92,0.8959999999999999,0.755,0.674,0.6459999999999999,0.501,0.366,0.23,0.136,0.212,0.24,0.267,0.28600000000000003,0.20600000000000002,0.166,0.263,0.255,0.17,0.147,0.129,0.09300000000000001,0.07200000000000001,0.032,0.026000000000000002,0.013999999999999999,0.004,0.003,0.002,0.002,0.005,0.013999999999999999,0.013999999999999999,0.003,0.006,R
23,0.012,0.015,0.013999999999999999,0.008,0.021,0.106,0.102,0.044000000000000004,0.09300000000000001,0.073,0.07400000000000001,0.062,0.106,0.11800000000000001,0.172,0.258,0.32299999999999995,0.382,0.424,0.42200000000000004,0.445,0.408,0.331,0.401,0.447,0.522,0.755,0.95,1.0,0.9079999999999999,0.828,0.757,0.726,0.615,0.568,0.5760000000000001,0.532,0.36700000000000005,0.16699999999999998,0.087,0.065,0.18899999999999997,0.268,0.289,0.23399999999999999,0.16699999999999998,0.102,0.12,0.07,0.017,0.011000000000000001,0.009,0.002,0.008,0.006,0.003,0.003,0.004,0.007,0.004,R
159,0.024,0.022000000000000002,0.017,0.052000000000000005,0.075,0.11199999999999999,0.126,0.172,0.307,0.32,0.295,0.248,0.251,0.18100000000000002,0.141,0.302,0.364,0.389,0.298,0.222,0.162,0.134,0.205,0.379,0.5770000000000001,0.754,0.841,0.855,0.904,1.0,0.965,0.7909999999999999,0.6409999999999999,0.599,0.684,0.777,0.8079999999999999,0.743,0.63,0.5710000000000001,0.44299999999999995,0.336,0.38,0.495,0.43700000000000006,0.24,0.113,0.165,0.09300000000000001,0.022000000000000002,0.021,0.022000000000000002,0.015,0.008,0.006,0.002,0.006,0.005,0.003,0.002,M
70,0.006,0.012,0.007,0.011000000000000001,0.022000000000000002,0.027999999999999997,0.053,0.057999999999999996,0.105,0.111,0.094,0.083,0.092,0.091,0.149,0.16699999999999998,0.127,0.13699999999999998,0.11,0.129,0.215,0.289,0.424,0.617,0.8170000000000001,0.9620000000000001,0.828,0.5820000000000001,0.467,0.354,0.273,0.141,0.18600000000000003,0.218,0.23600000000000002,0.172,0.059000000000000004,0.062,0.185,0.245,0.298,0.304,0.228,0.14800000000000002,0.11,0.11800000000000001,0.061,0.033,0.027999999999999997,0.01,0.002,0.007,0.002,0.003,0.005,0.004,0.003,0.004,0.001,0.004,R
85,0.036000000000000004,0.163,0.16399999999999998,0.142,0.113,0.131,0.21100000000000002,0.22699999999999998,0.299,0.374,0.304,0.039,0.268,0.54,0.62,0.726,0.835,0.6890000000000001,0.445,0.392,0.56,0.754,0.831,1.0,0.8759999999999999,0.7090000000000001,0.701,0.501,0.39399999999999996,0.446,0.40700000000000003,0.077,0.142,0.04,0.36,0.685,0.708,0.36,0.061,0.303,0.397,0.387,0.23800000000000002,0.20600000000000002,0.22899999999999998,0.17,0.159,0.179,0.102,0.015,0.022000000000000002,0.011000000000000001,0.007,0.02,0.016,0.006,0.008,0.009,0.011000000000000001,0.007,R
115,0.040999999999999995,0.044000000000000004,0.045,0.084,0.042,0.122,0.2,0.152,0.08199999999999999,0.198,0.231,0.302,0.39399999999999996,0.505,0.5870000000000001,0.6609999999999999,0.742,0.8009999999999999,0.846,0.794,0.88,0.838,0.785,0.848,0.743,0.643,0.551,0.35200000000000004,0.317,0.335,0.20600000000000002,0.10300000000000001,0.317,0.40399999999999997,0.428,0.45399999999999996,0.37,0.374,0.384,0.349,0.43799999999999994,0.426,0.285,0.281,0.24,0.037000000000000005,0.08,0.054000000000000006,0.018000000000000002,0.006,0.022000000000000002,0.004,0.013999999999999999,0.011000000000000001,0.005,0.016,0.013999999999999999,0.008,0.025,0.02,M
139,0.016,0.063,0.07400000000000001,0.061,0.023,0.105,0.134,0.064,0.152,0.078,0.179,0.268,0.179,0.10400000000000001,0.198,0.32299999999999995,0.375,0.259,0.368,0.35100000000000003,0.561,0.523,0.547,0.695,0.635,0.6759999999999999,0.85,0.802,0.6559999999999999,0.8590000000000001,0.6659999999999999,0.537,0.312,0.376,0.28,0.08800000000000001,0.332,0.424,0.18,0.374,0.46299999999999997,0.161,0.249,0.32,0.226,0.115,0.048,0.094,0.08199999999999999,0.017,0.024,0.026000000000000002,0.013999999999999999,0.023,0.019,0.018000000000000002,0.011000000000000001,0.009,0.008,0.011000000000000001,M
116,0.009,0.033,0.031,0.038,0.13,0.18,0.191,0.16899999999999998,0.187,0.172,0.223,0.311,0.414,0.516,0.537,0.511,0.644,0.733,0.816,0.8859999999999999,0.9890000000000001,1.0,0.875,0.863,0.907,0.867,0.775,0.66,0.562,0.402,0.233,0.11599999999999999,0.11,0.043,0.062,0.196,0.212,0.324,0.41,0.294,0.191,0.17,0.10099999999999999,0.151,0.14300000000000002,0.11,0.11699999999999999,0.09699999999999999,0.07,0.027999999999999997,0.022000000000000002,0.015,0.011000000000000001,0.024,0.016,0.006,0.008,0.006,0.009,0.007,M
40,0.007,0.023,0.051,0.044000000000000004,0.025,0.064,0.042,0.113,0.191,0.248,0.161,0.092,0.24,0.322,0.43,0.265,0.067,0.14400000000000002,0.237,0.26,0.249,0.39,0.638,0.804,0.703,0.687,0.7,0.856,1.0,0.9620000000000001,0.9,0.758,0.69,0.569,0.44,0.455,0.29600000000000004,0.159,0.168,0.084,0.11699999999999999,0.175,0.273,0.17,0.019,0.021,0.035,0.042,0.009,0.02,0.02,0.017,0.016,0.006,0.004,0.007,0.004,0.005,0.019,0.01,R
104,0.031,0.052000000000000005,0.065,0.052000000000000005,0.061,0.057999999999999996,0.066,0.066,0.146,0.27899999999999997,0.38799999999999996,0.499,0.498,0.49700000000000005,0.561,0.7340000000000001,0.823,0.917,0.998,0.991,0.8240000000000001,0.65,0.598,0.486,0.315,0.154,0.099,0.027999999999999997,0.10099999999999999,0.264,0.26899999999999996,0.293,0.292,0.4,0.366,0.317,0.461,0.43700000000000006,0.182,0.33799999999999997,0.62,0.445,0.18600000000000003,0.142,0.059000000000000004,0.057999999999999996,0.067,0.027000000000000003,0.024,0.019,0.006,0.032,0.019,0.013999999999999999,0.027999999999999997,0.015,0.005,0.012,0.012,0.006,M
190,0.016,0.021,0.027999999999999997,0.06,0.046,0.078,0.136,0.078,0.10400000000000001,0.157,0.248,0.278,0.29,0.29600000000000004,0.319,0.18899999999999997,0.17300000000000001,0.223,0.243,0.315,0.41,0.381,0.49,0.629,0.752,0.7979999999999999,0.883,0.992,0.922,0.698,0.617,0.507,0.392,0.35200000000000004,0.218,0.124,0.159,0.163,0.23600000000000002,0.248,0.244,0.272,0.11800000000000001,0.11599999999999999,0.145,0.188,0.195,0.149,0.051,0.016,0.019,0.015,0.006,0.008,0.009,0.004,0.006,0.006,0.005,0.002,M
41,0.009,0.018000000000000002,0.006,0.006,0.026000000000000002,0.046,0.047,0.006,0.042,0.064,0.08900000000000001,0.16,0.154,0.27699999999999997,0.218,0.28,0.349,0.282,0.248,0.3,0.43,0.46799999999999997,0.452,0.503,0.622,0.657,0.6629999999999999,0.732,0.853,1.0,0.845,0.635,0.631,0.621,0.698,0.5870000000000001,0.489,0.368,0.204,0.147,0.222,0.145,0.149,0.121,0.114,0.079,0.036000000000000004,0.015,0.008,0.012,0.002,0.007,0.006,0.013000000000000001,0.011000000000000001,0.005,0.009,0.005,0.006,0.002,R
154,0.012,0.007,0.027999999999999997,0.057999999999999996,0.092,0.127,0.158,0.193,0.23600000000000002,0.217,0.11800000000000001,0.075,0.278,0.376,0.509,0.659,0.7070000000000001,0.753,0.836,0.8590000000000001,0.9620000000000001,0.9840000000000001,0.87,0.64,0.507,0.54,0.693,0.8490000000000001,0.821,0.596,0.295,0.276,0.28800000000000003,0.18899999999999997,0.145,0.096,0.08900000000000001,0.084,0.08900000000000001,0.155,0.23199999999999998,0.222,0.10400000000000001,0.172,0.20199999999999999,0.179,0.111,0.04,0.03,0.008,0.004,0.005,0.003,0.002,0.001,0.003,0.002,0.006,0.003,0.005,M
135,0.009,0.061,0.114,0.12,0.04,0.12300000000000001,0.25,0.457,0.659,0.508,0.335,0.083,0.3,0.396,0.377,0.38299999999999995,0.125,0.136,0.268,0.919,0.978,0.324,0.19399999999999998,0.187,0.08800000000000001,0.344,0.295,0.591,0.456,0.733,0.19699999999999998,0.27899999999999997,0.621,0.868,0.862,0.938,0.833,0.948,0.672,0.444,0.516,0.381,0.156,0.145,0.266,0.18100000000000002,0.17,0.256,0.113,0.02,0.048,0.023,0.018000000000000002,0.035,0.016,0.033,0.02,0.017,0.024,0.015,M
44,0.026000000000000002,0.045,0.039,0.024,0.132,0.132,0.161,0.214,0.085,0.055999999999999994,0.08900000000000001,0.086,0.153,0.152,0.185,0.287,0.201,0.275,0.502,0.217,0.498,0.526,0.365,0.5770000000000001,0.516,0.5720000000000001,0.401,0.365,0.6679999999999999,0.866,0.805,0.408,0.33799999999999997,0.509,0.6779999999999999,0.731,0.606,0.7040000000000001,0.885,0.898,0.775,0.725,0.773,0.7759999999999999,0.601,0.451,0.31,0.18600000000000003,0.096,0.021,0.021,0.01,0.015,0.01,0.013000000000000001,0.02,0.002,0.02,0.026000000000000002,0.018000000000000002,R
132,0.09699999999999999,0.08199999999999999,0.063,0.061,0.062,0.121,0.094,0.42200000000000004,0.574,0.502,0.349,0.17,0.20800000000000002,0.309,0.42200000000000004,0.531,0.244,0.188,0.191,0.8320000000000001,1.0,0.408,0.096,0.193,0.242,0.379,0.289,0.345,0.37799999999999995,0.521,0.23199999999999998,0.33399999999999996,0.478,0.612,0.67,0.738,0.736,0.779,0.679,0.526,0.276,0.154,0.20199999999999999,0.223,0.42200000000000004,0.307,0.133,0.135,0.106,0.05,0.021,0.007,0.008,0.03,0.019,0.021,0.013000000000000001,0.02,0.021,0.004,M
65,0.018000000000000002,0.017,0.05,0.027999999999999997,0.026000000000000002,0.035,0.036000000000000004,0.054000000000000006,0.026000000000000002,0.047,0.053,0.185,0.10400000000000001,0.095,0.091,0.16899999999999998,0.157,0.038,0.132,0.209,0.198,0.095,0.196,0.124,0.062,0.214,0.46399999999999997,0.647,0.634,0.611,0.705,0.5379999999999999,0.593,0.8440000000000001,0.948,0.97,0.777,0.631,0.5760000000000001,0.615,0.545,0.48100000000000004,0.341,0.192,0.113,0.064,0.091,0.098,0.055999999999999994,0.019,0.009,0.004,0.018000000000000002,0.017,0.008,0.005,0.011000000000000001,0.018000000000000002,0.028999999999999998,0.006,R
111,0.053,0.08800000000000001,0.2,0.26,0.322,0.225,0.062,0.22899999999999998,0.095,0.07400000000000001,0.161,0.223,0.27,0.336,0.42700000000000005,0.414,0.5660000000000001,0.6920000000000001,0.855,0.9229999999999999,0.917,1.0,0.953,0.91,0.8340000000000001,0.705,0.653,0.44799999999999995,0.24600000000000002,0.20199999999999999,0.145,0.099,0.151,0.239,0.44299999999999995,0.502,0.444,0.457,0.39299999999999996,0.29,0.341,0.499,0.363,0.139,0.18,0.13,0.052000000000000005,0.08199999999999999,0.047,0.011000000000000001,0.03,0.024,0.02,0.026000000000000002,0.008,0.015,0.017,0.015,0.013000000000000001,0.006,M
74,0.011000000000000001,0.009,0.012,0.038,0.068,0.086,0.1,0.066,0.094,0.10400000000000001,0.09699999999999999,0.05,0.155,0.34,0.48,0.657,0.774,0.7829999999999999,0.815,0.813,0.83,0.8540000000000001,0.887,0.889,0.898,0.9670000000000001,1.0,0.9129999999999999,0.6759999999999999,0.466,0.29,0.29600000000000004,0.175,0.21100000000000002,0.257,0.228,0.215,0.16,0.037000000000000005,0.012,0.049,0.028999999999999998,0.06,0.043,0.037000000000000005,0.002,0.033,0.026000000000000002,0.018000000000000002,0.011000000000000001,0.012,0.008,0.002,0.012,0.005,0.008,0.008,0.006,0.006,0.004,R
96,0.018000000000000002,0.015,0.003,0.013999999999999999,0.042,0.047,0.036000000000000004,0.07400000000000001,0.14,0.10400000000000001,0.09,0.067,0.1,0.106,0.035,0.12300000000000001,0.163,0.365,0.326,0.3,0.21100000000000002,0.21,0.20800000000000002,0.228,0.075,0.19699999999999998,0.409,0.638,0.797,0.7509999999999999,0.552,0.221,0.467,0.44799999999999995,0.23,0.324,0.44799999999999995,0.5579999999999999,0.652,0.535,0.248,0.22699999999999998,0.179,0.09,0.054000000000000006,0.037000000000000005,0.099,0.096,0.032,0.013999999999999999,0.008,0.022000000000000002,0.026000000000000002,0.013999999999999999,0.023,0.004,0.002,0.005,0.009,0.008,R
207,0.026000000000000002,0.036000000000000004,0.013999999999999999,0.027000000000000003,0.021,0.034,0.066,0.14,0.184,0.235,0.272,0.244,0.166,0.034,0.13,0.171,0.218,0.318,0.371,0.455,0.57,0.74,0.8059999999999999,0.884,0.943,1.0,0.938,0.76,0.7120000000000001,0.836,0.762,0.457,0.172,0.155,0.16399999999999998,0.187,0.266,0.171,0.096,0.077,0.085,0.20800000000000002,0.25,0.18600000000000003,0.14400000000000002,0.147,0.099,0.004,0.015,0.012,0.018000000000000002,0.015,0.013000000000000001,0.005,0.004,0.006,0.004,0.004,0.006,0.012,M
91,0.025,0.081,0.051,0.024,0.172,0.382,0.373,0.358,0.34299999999999997,0.22,0.265,0.322,0.5579999999999999,0.6920000000000001,0.794,0.715,0.35100000000000003,0.201,0.268,0.43,0.528,0.349,0.14300000000000002,0.545,0.634,0.7709999999999999,0.684,0.802,0.807,0.831,0.779,0.505,0.141,0.27699999999999997,0.508,0.479,0.136,0.23,0.27899999999999997,0.38299999999999995,0.293,0.11599999999999999,0.17,0.129,0.091,0.08,0.057,0.02,0.011000000000000001,0.015,0.008,0.018000000000000002,0.007,0.008,0.004,0.012,0.003,0.004,0.008,0.005,R
83,0.022000000000000002,0.034,0.039,0.024,0.10800000000000001,0.11599999999999999,0.14,0.10099999999999999,0.115,0.17800000000000002,0.408,0.41100000000000003,0.397,0.508,0.6509999999999999,0.807,0.982,1.0,0.941,0.845,0.8109999999999999,0.846,0.621,0.5820000000000001,0.774,0.82,0.56,0.299,0.501,0.6629999999999999,0.575,0.406,0.375,0.348,0.158,0.142,0.213,0.187,0.1,0.24,0.22399999999999998,0.203,0.071,0.161,0.16699999999999998,0.17,0.183,0.14,0.051,0.022000000000000002,0.01,0.003,0.01,0.008,0.008,0.009,0.003,0.003,0.001,0.007,R
107,0.043,0.055999999999999994,0.071,0.062,0.122,0.152,0.154,0.039,0.061,0.011000000000000001,0.126,0.247,0.301,0.375,0.452,0.539,0.659,0.711,0.76,0.867,0.8420000000000001,0.797,0.838,0.932,0.856,0.616,0.414,0.327,0.311,0.255,0.337,0.446,0.5,0.511,0.519,0.462,0.423,0.43700000000000006,0.428,0.44299999999999995,0.37,0.332,0.256,0.253,0.214,0.179,0.10099999999999999,0.053,0.045,0.012,0.001,0.013999999999999999,0.018000000000000002,0.008,0.006,0.013000000000000001,0.009,0.008,0.011000000000000001,0.005,M
12,0.008,0.009,0.006,0.025,0.034,0.055,0.053,0.096,0.10099999999999999,0.124,0.11,0.122,0.187,0.33799999999999997,0.32299999999999995,0.272,0.39399999999999996,0.643,0.727,0.867,0.9670000000000001,0.985,0.948,0.804,0.6829999999999999,0.514,0.309,0.083,0.402,0.23399999999999999,0.19,0.124,0.172,0.235,0.249,0.365,0.33799999999999997,0.159,0.099,0.109,0.10400000000000001,0.084,0.139,0.08199999999999999,0.068,0.066,0.12,0.069,0.015,0.027000000000000003,0.017,0.018000000000000002,0.013000000000000001,0.009,0.01,0.002,0.006,0.006,0.006,0.003,R
147,0.065,0.065,0.07400000000000001,0.113,0.248,0.126,0.18,0.099,0.24600000000000002,0.342,0.213,0.138,0.40299999999999997,0.568,0.24,0.433,0.595,0.5770000000000001,0.818,0.884,0.525,0.637,0.838,0.67,0.7759999999999999,0.875,0.83,0.69,0.337,0.64,0.7140000000000001,0.82,0.6659999999999999,0.525,0.29600000000000004,0.07,0.09699999999999999,0.39399999999999996,0.603,0.35200000000000004,0.392,0.48100000000000004,0.46,0.41600000000000004,0.544,0.565,0.32,0.248,0.13,0.08199999999999999,0.024,0.021,0.036000000000000004,0.024,0.045,0.039,0.036000000000000004,0.044000000000000004,0.024,0.01,M
130,0.044000000000000004,0.045,0.024,0.10099999999999999,0.225,0.261,0.20600000000000002,0.16699999999999998,0.18,0.308,0.379,0.536,0.617,0.784,0.8390000000000001,0.902,1.0,0.8909999999999999,0.875,0.789,0.716,0.758,0.637,0.321,0.20800000000000002,0.228,0.331,0.285,0.195,0.16699999999999998,0.102,0.136,0.221,0.11199999999999999,0.168,0.10400000000000001,0.256,0.262,0.22399999999999998,0.11800000000000001,0.11,0.28300000000000003,0.23800000000000002,0.026000000000000002,0.19699999999999998,0.14800000000000002,0.043,0.063,0.051,0.047,0.025,0.027000000000000003,0.02,0.013999999999999999,0.018000000000000002,0.006,0.004,0.012,0.015,0.01,M
53,0.028999999999999998,0.038,0.026000000000000002,0.006,0.013000000000000001,0.061,0.09,0.111,0.09699999999999999,0.075,0.053,0.121,0.17600000000000002,0.204,0.273,0.23199999999999998,0.268,0.293,0.33,0.491,0.54,0.626,0.6829999999999999,0.753,0.85,0.894,0.993,0.9129999999999999,0.708,0.632,0.613,0.46399999999999997,0.28,0.172,0.166,0.256,0.27399999999999997,0.321,0.272,0.188,0.155,0.252,0.212,0.18,0.147,0.068,0.109,0.092,0.04,0.009,0.008,0.006,0.007,0.011000000000000001,0.005,0.01,0.004,0.006,0.005,0.009,R
24,0.028999999999999998,0.064,0.039,0.017,0.048,0.08199999999999999,0.099,0.032,0.07400000000000001,0.086,0.040999999999999995,0.047,0.084,0.094,0.147,0.081,0.11800000000000001,0.218,0.33299999999999996,0.326,0.21100000000000002,0.23,0.336,0.426,0.461,0.261,0.087,0.28600000000000003,0.561,0.8340000000000001,0.81,0.725,0.805,0.9440000000000001,1.0,0.8959999999999999,0.552,0.304,0.23399999999999999,0.23800000000000002,0.332,0.382,0.158,0.223,0.158,0.14300000000000002,0.163,0.113,0.057,0.013000000000000001,0.017,0.004,0.005,0.008,0.008,0.008,0.01,0.016,0.01,0.001,R
145,0.07200000000000001,0.157,0.111,0.10800000000000001,0.067,0.18,0.111,0.27899999999999997,0.141,0.08,0.253,0.392,0.33799999999999997,0.161,0.18899999999999997,0.331,0.228,0.218,0.185,0.517,0.534,0.63,0.8440000000000001,0.6759999999999999,0.5820000000000001,0.614,0.8809999999999999,0.838,0.387,0.505,0.546,0.424,0.153,0.495,0.698,0.711,0.565,0.48700000000000004,0.552,0.44299999999999995,0.525,0.608,0.525,0.136,0.42700000000000005,0.444,0.21899999999999997,0.09,0.12,0.063,0.023,0.031,0.013000000000000001,0.008,0.027999999999999997,0.012,0.009,0.015,0.016,0.013000000000000001,M
106,0.033,0.042,0.047,0.08199999999999999,0.084,0.076,0.037000000000000005,0.096,0.055,0.019,0.09,0.17300000000000001,0.19399999999999998,0.28,0.331,0.502,0.636,0.71,0.833,0.873,0.807,0.7509999999999999,0.753,0.73,0.618,0.495,0.45299999999999996,0.41,0.45399999999999996,0.41200000000000003,0.314,0.319,0.369,0.37799999999999995,0.447,0.478,0.47200000000000003,0.466,0.389,0.426,0.406,0.371,0.386,0.28,0.128,0.11199999999999999,0.13,0.079,0.044000000000000004,0.022000000000000002,0.013000000000000001,0.008,0.017,0.018000000000000002,0.004,0.013000000000000001,0.007,0.004,0.013000000000000001,0.009,M
140,0.040999999999999995,0.114,0.052000000000000005,0.023,0.065,0.11199999999999999,0.179,0.24100000000000002,0.268,0.20600000000000002,0.155,0.267,0.314,0.29,0.353,0.508,0.46399999999999997,0.18600000000000003,0.447,0.408,0.54,0.479,0.433,0.611,0.509,0.461,0.7240000000000001,0.899,0.883,0.92,0.8,0.603,0.212,0.287,0.40299999999999997,0.28,0.309,0.355,0.254,0.14300000000000002,0.5870000000000001,0.643,0.583,0.429,0.489,0.578,0.43200000000000005,0.264,0.179,0.077,0.08,0.038,0.013999999999999999,0.027000000000000003,0.013000000000000001,0.017,0.01,0.022000000000000002,0.01,0.008,M
155,0.021,0.013000000000000001,0.002,0.045,0.071,0.156,0.152,0.121,0.16699999999999998,0.134,0.078,0.037000000000000005,0.12300000000000001,0.261,0.428,0.612,0.7440000000000001,0.813,0.9009999999999999,0.96,0.9159999999999999,0.914,0.785,0.513,0.344,0.32899999999999996,0.257,0.368,0.5760000000000001,0.619,0.461,0.36200000000000004,0.44299999999999995,0.386,0.309,0.214,0.111,0.139,0.152,0.1,0.16399999999999998,0.19,0.131,0.17800000000000002,0.2,0.076,0.073,0.075,0.045,0.013000000000000001,0.017,0.012,0.002,0.005,0.005,0.003,0.002,0.004,0.005,0.002,M
43,0.009,0.027000000000000003,0.022000000000000002,0.034,0.03,0.11699999999999999,0.145,0.064,0.07400000000000001,0.136,0.213,0.374,0.374,0.267,0.233,0.537,0.731,0.7659999999999999,0.627,0.44,0.433,0.433,0.5539999999999999,0.736,0.8590000000000001,0.899,0.9420000000000001,0.94,0.938,0.858,0.728,0.67,0.755,0.877,0.992,0.992,0.9420000000000001,0.8390000000000001,0.66,0.48200000000000004,0.292,0.177,0.114,0.07,0.158,0.19399999999999998,0.111,0.069,0.018000000000000002,0.02,0.031,0.021,0.009,0.006,0.009,0.009,0.007,0.012,0.006,0.011000000000000001,R
97,0.049,0.027999999999999997,0.059000000000000004,0.127,0.177,0.191,0.222,0.077,0.125,0.203,0.095,0.25,0.221,0.32,0.33399999999999996,0.332,0.278,0.298,0.295,0.17300000000000001,0.326,0.38299999999999995,0.35200000000000004,0.541,0.523,0.44799999999999995,0.534,0.532,0.391,0.34600000000000003,0.409,0.46399999999999997,0.5579999999999999,0.573,0.636,0.7559999999999999,0.69,0.618,0.5379999999999999,0.562,0.6509999999999999,0.48,0.374,0.28,0.198,0.244,0.179,0.171,0.076,0.024,0.027000000000000003,0.008,0.013000000000000001,0.016,0.006,0.012,0.019,0.013999999999999999,0.033,0.044000000000000004,M
62,0.009,0.022000000000000002,0.024,0.044000000000000004,0.067,0.077,0.05,0.091,0.12300000000000001,0.11800000000000001,0.078,0.11,0.10400000000000001,0.085,0.046,0.13,0.26899999999999996,0.295,0.36700000000000005,0.495,0.628,0.816,0.924,0.871,0.805,0.8759999999999999,1.0,0.986,0.943,0.8109999999999999,0.6990000000000001,0.6809999999999999,0.659,0.695,0.7290000000000001,0.6679999999999999,0.5920000000000001,0.49,0.344,0.237,0.172,0.10099999999999999,0.077,0.084,0.026000000000000002,0.033,0.02,0.031,0.01,0.01,0.005,0.007,0.005,0.002,0.002,0.003,0.006,0.005,0.002,0.003,R
200,0.013000000000000001,0.039,0.033,0.008,0.07200000000000001,0.134,0.163,0.19,0.261,0.319,0.34700000000000003,0.374,0.306,0.193,0.138,0.212,0.276,0.45799999999999996,0.649,0.715,0.8009999999999999,0.792,0.879,1.0,0.986,0.9470000000000001,0.9470000000000001,0.932,0.833,0.621,0.377,0.282,0.204,0.21899999999999997,0.222,0.133,0.052000000000000005,0.062,0.142,0.146,0.085,0.106,0.16399999999999998,0.192,0.20800000000000002,0.23399999999999999,0.196,0.13,0.063,0.018000000000000002,0.013999999999999999,0.015,0.008,0.003,0.004,0.007,0.004,0.001,0.002,0.008,M
